SiteID,1625274,Site Timezone,-5,Data Timezone,-5,Longitude,-88.6790161133,Latitude,46.6352043152
Year,Month,Day,Hour,Minute,wind speed at 100m (m/s),air temperature at 100m (C),density - DEPRECATED
2012,1,1,0,30,8.3,-1.53,N/A
2012,1,1,1,30,5.14,-1.6300000000000001,N/A
2012,1,1,2,30,4.19,-1.6500000000000001,N/A
2012,1,1,3,30,3.67,-1.51,N/A
2012,1,1,4,30,4.68,-1.62,N/A
2012,1,1,5,30,5.97,-1.6600000000000001,N/A
2012,1,1,6,30,9.57,-1.55,N/A
2012,1,1,7,30,10.63,-1.93,N/A
2012,1,1,8,30,11.16,-2.84,N/A
2012,1,1,9,30,12.18,-3.48,N/A
2012,1,1,10,30,10.75,-3.83,N/A
2012,1,1,11,30,13.22,-4.3,N/A
2012,1,1,12,30,13.66,-4.7,N/A
2012,1,1,13,30,13.24,-4.88,N/A
2012,1,1,14,30,12.68,-5.09,N/A
2012,1,1,15,30,11.52,-5.17,N/A
2012,1,1,16,30,11.89,-5.24,N/A
2012,1,1,17,30,13.120000000000001,-5.42,N/A
2012,1,1,18,30,13.55,-5.76,N/A
2012,1,1,19,30,12.4,-5.9,N/A
2012,1,1,20,30,12.81,-6.34,N/A
2012,1,1,21,30,11.71,-6.88,N/A
2012,1,1,22,30,13.66,-7.38,N/A
2012,1,1,23,30,12.92,-7.65,N/A
2012,1,2,0,30,13.700000000000001,-8.09,N/A
2012,1,2,1,30,12.56,-8.33,N/A
2012,1,2,2,30,12.11,-8.870000000000001,N/A
2012,1,2,3,30,12.98,-9.13,N/A
2012,1,2,4,30,12.07,-9.290000000000001,N/A
2012,1,2,5,30,12.64,-9.74,N/A
2012,1,2,6,30,11.98,-10.07,N/A
2012,1,2,7,30,10.21,-10.290000000000001,N/A
2012,1,2,8,30,9.38,-10.58,N/A
2012,1,2,9,30,10.49,-10.950000000000001,N/A
2012,1,2,10,30,11.61,-10.97,N/A
2012,1,2,11,30,12.91,-11.14,N/A
2012,1,2,12,30,12.56,-11.24,N/A
2012,1,2,13,30,12.74,-11.450000000000001,N/A
2012,1,2,14,30,12.14,-11.58,N/A
2012,1,2,15,30,11.22,-11.8,N/A
2012,1,2,16,30,10.17,-11.94,N/A
2012,1,2,17,30,11.91,-12.64,N/A
2012,1,2,18,30,12.25,-12.81,N/A
2012,1,2,19,30,11.61,-12.9,N/A
2012,1,2,20,30,11.01,-13.36,N/A
2012,1,2,21,30,10.96,-13.46,N/A
2012,1,2,22,30,10.39,-13.57,N/A
2012,1,2,23,30,9.28,-13.74,N/A
2012,1,3,0,30,8.26,-13.84,N/A
2012,1,3,1,30,7,-14.290000000000001,N/A
2012,1,3,2,30,6.78,-14.17,N/A
2012,1,3,3,30,6.62,-14.49,N/A
2012,1,3,4,30,5.51,-14.31,N/A
2012,1,3,5,30,5.99,-14.6,N/A
2012,1,3,6,30,4.91,-15.44,N/A
2012,1,3,7,30,4.47,-15.01,N/A
2012,1,3,8,30,4.16,-14.01,N/A
2012,1,3,9,30,5.9,-15.18,N/A
2012,1,3,10,30,4.45,-13.620000000000001,N/A
2012,1,3,11,30,6.15,-12.13,N/A
