SiteID,1625276,Site Timezone,-5,Data Timezone,-5,Longitude,-88.6740722656,Latitude,46.6722946167
Year,Month,Day,Hour,Minute,wind speed at 100m (m/s),air temperature at 100m (C),density - DEPRECATED
2012,1,1,0,30,8.24,-1.4000000000000001,N/A
2012,1,1,1,30,5.07,-1.48,N/A
2012,1,1,2,30,4.41,-1.46,N/A
2012,1,1,3,30,4.14,-1.35,N/A
2012,1,1,4,30,4.79,-1.52,N/A
2012,1,1,5,30,5.55,-1.49,N/A
2012,1,1,6,30,8.74,-1.41,N/A
2012,1,1,7,30,9.66,-1.75,N/A
2012,1,1,8,30,10.200000000000001,-2.6,N/A
2012,1,1,9,30,11.61,-3.29,N/A
2012,1,1,10,30,9.97,-3.74,N/A
2012,1,1,11,30,11.82,-4.14,N/A
2012,1,1,12,30,12.74,-4.5600000000000005,N/A
2012,1,1,13,30,12.5,-4.74,N/A
2012,1,1,14,30,12.07,-4.95,N/A
2012,1,1,15,30,11.51,-5,N/A
2012,1,1,16,30,11.17,-5.0600000000000005,N/A
2012,1,1,17,30,12.73,-5.2700000000000005,N/A
2012,1,1,18,30,12.620000000000001,-5.65,N/A
2012,1,1,19,30,12.51,-5.74,N/A
2012,1,1,20,30,12.5,-6.19,N/A
2012,1,1,21,30,12.47,-6.67,N/A
2012,1,1,22,30,13.88,-7.22,N/A
2012,1,1,23,30,12.39,-7.5600000000000005,N/A
2012,1,2,0,30,11.49,-7.9,N/A
2012,1,2,1,30,11.16,-8.11,N/A
2012,1,2,2,30,12.11,-8.74,N/A
2012,1,2,3,30,13.120000000000001,-8.98,N/A
2012,1,2,4,30,11.540000000000001,-9.15,N/A
2012,1,2,5,30,10.96,-9.57,N/A
2012,1,2,6,30,10.44,-9.93,N/A
2012,1,2,7,30,8.49,-10.11,N/A
2012,1,2,8,30,9.450000000000001,-10.450000000000001,N/A
2012,1,2,9,30,11.05,-10.790000000000001,N/A
2012,1,2,10,30,11.88,-10.81,N/A
2012,1,2,11,30,12.25,-10.94,N/A
2012,1,2,12,30,12.3,-11.07,N/A
2012,1,2,13,30,12.4,-11.26,N/A
2012,1,2,14,30,11.4,-11.34,N/A
2012,1,2,15,30,10.03,-11.57,N/A
2012,1,2,16,30,10.47,-11.65,N/A
2012,1,2,17,30,9.98,-12.48,N/A
2012,1,2,18,30,11.14,-12.6,N/A
2012,1,2,19,30,10.35,-12.72,N/A
2012,1,2,20,30,10.03,-13.17,N/A
2012,1,2,21,30,10.09,-13.26,N/A
2012,1,2,22,30,9.09,-13.33,N/A
2012,1,2,23,30,8.3,-13.46,N/A
2012,1,3,0,30,6.96,-13.81,N/A
2012,1,3,1,30,6.41,-14.030000000000001,N/A
2012,1,3,2,30,5.99,-14.26,N/A
2012,1,3,3,30,6.11,-14.450000000000001,N/A
2012,1,3,4,30,4.74,-14.39,N/A
2012,1,3,5,30,4.64,-15.530000000000001,N/A
2012,1,3,6,30,4.99,-15.89,N/A
2012,1,3,7,30,5.38,-15.11,N/A
2012,1,3,8,30,5.17,-14.71,N/A
2012,1,3,9,30,5.9,-15,N/A
2012,1,3,10,30,4.59,-13.61,N/A
2012,1,3,11,30,6.16,-11.93,N/A
2012,1,3,12,30,7.55,-10.4,N/A
2012,1,3,13,30,9.33,-9.35,N/A
2012,1,3,14,30,10.02,-8.42,N/A
2012,1,3,15,30,10.39,-7.83,N/A
2012,1,3,16,30,11.13,-7.5200000000000005,N/A
2012,1,3,17,30,12.58,-7.7,N/A
2012,1,3,18,30,12.11,-7.890000000000001,N/A
2012,1,3,19,30,11.43,-7.96,N/A
2012,1,3,20,30,11.950000000000001,-8.21,N/A
2012,1,3,21,30,12.21,-8.61,N/A
2012,1,3,22,30,11.84,-8.56,N/A
2012,1,3,23,30,10.77,-8.39,N/A
