SiteID,1625275,Site Timezone,-5,Data Timezone,-5,Longitude,-88.6765441895,Latitude,46.6537475586
Year,Month,Day,Hour,Minute,wind speed at 100m (m/s),air temperature at 100m (C),density - DEPRECATED
2012,1,1,0,30,8.38,-1.52,N/A
2012,1,1,1,30,5.1000000000000005,-1.6,N/A
2012,1,1,2,30,4.33,-1.6,N/A
2012,1,1,3,30,3.9,-1.48,N/A
2012,1,1,4,30,4.79,-1.62,N/A
2012,1,1,5,30,5.72,-1.6400000000000001,N/A
2012,1,1,6,30,9.290000000000001,-1.55,N/A
2012,1,1,7,30,10.200000000000001,-1.9000000000000001,N/A
2012,1,1,8,30,10.66,-2.79,N/A
2012,1,1,9,30,11.91,-3.45,N/A
2012,1,1,10,30,10.47,-3.85,N/A
2012,1,1,11,30,12.63,-4.28,N/A
2012,1,1,12,30,13.24,-4.71,N/A
2012,1,1,13,30,12.98,-4.88,N/A
2012,1,1,14,30,12.42,-5.08,N/A
2012,1,1,15,30,11.55,-5.14,N/A
2012,1,1,16,30,11.9,-5.21,N/A
2012,1,1,17,30,13.200000000000001,-5.4,N/A
2012,1,1,18,30,13.370000000000001,-5.75,N/A
2012,1,1,19,30,12.46,-5.89,N/A
2012,1,1,20,30,12.93,-6.3100000000000005,N/A
2012,1,1,21,30,11.94,-6.82,N/A
2012,1,1,22,30,14.030000000000001,-7.37,N/A
2012,1,1,23,30,13.24,-7.66,N/A
2012,1,2,0,30,12.94,-8.040000000000001,N/A
2012,1,2,1,30,11.73,-8.27,N/A
2012,1,2,2,30,12.07,-8.86,N/A
2012,1,2,3,30,13.120000000000001,-9.11,N/A
2012,1,2,4,30,12.08,-9.27,N/A
2012,1,2,5,30,11.76,-9.72,N/A
2012,1,2,6,30,11.39,-10.05,N/A
2012,1,2,7,30,9.01,-10.25,N/A
2012,1,2,8,30,9.290000000000001,-10.58,N/A
2012,1,2,9,30,10.83,-10.93,N/A
2012,1,2,10,30,11.85,-10.950000000000001,N/A
